gem_rxn_id,gem_rxn,gem_bigg,gem_rxn_name
SHCHCS3,2sephchc_c --> 2shchc_c + pyr_c,SHCHCS3,"2-succinyl-6-hydroxy-2,4-cyclohexadiene 1-carboxylate synthase"
VPAMTr,3mob_c + ala__L_c <=> pyr_c + val__L_c,VPAMTr,Valine-pyruvate aminotransferase
ACOLIPAabctex,acolipa_p + atp_c + h2o_c --> acolipa_e + adp_c + h_c + pi_c,ACOLIPAabctex,Arabinose modified core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)
PYK4,cdp_c + h_c + pep_c --> ctp_c + pyr_c,PYK4,Pyruvate kinase(4)
NADPHXD,adp_c + nadphx__S_c --> amp_c + h_c + nadph_c + pi_c,NADPHXD,NADPHX dehydratase
NADHHR,h2o_c + nadh_c --> nadhx__R_c,NADHHR,NADH hydratase
ECA4COLIPAabctex,atp_c + eca4colipa_p + h2o_c --> adp_c + eca4colipa_e + h_c + pi_c,ECA4COLIPAabctex,Enterobacterial common antigen (x4) core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)
EX_ttrcyc_e,ttrcyc_e --> ,EX_ttrcyc_e,Tetracycline exchange
COLIPAPabctex,atp_c + colipap_p + h2o_c --> adp_c + colipap_e + h_c + pi_c,COLIPAPabctex,Core oligosaccharide lipid A diphosphate transport via ABC system (periplasm to extracellular)
NADPHXE,nadphx__R_c <=> nadphx__S_c,NADPHXE,NADPHX epimerase
ALAtpp,ala__L_c --> ala__L_p,ALAtpp,L-alanine export via facilited diffusion
CH4tex,ch4_e <=> ch4_p,CH4tex,Methane Transport(extracellular via diffusion)
EX_mincyc_e,mincyc_e --> ,EX_mincyc_e,Minocycline exchange
TARTRDtex,tartr__D_e <=> tartr__D_p,TARTRDtex,D-tartrate transport via diffusion (extracellular to periplasm)
DM_4crsol_c,4crsol_c --> ,DM_4crsol_c,Sink needed to allow p-Cresol to leave system
3OXCOAT,coa_c + oxadpcoa_c --> accoa_c + succoa_c,3OXCOAT,3-oxoadipyl-CoA thiolase
BTNt2ipp,btn_p + h_p --> btn_c + h_c,BTNt2ipp,Biotin transport via proton symport (periplasm)
URACPAH,h2o_c + uracp_c --> cbm_c + h_c + poaac_c,URACPAH,Peroxyureidoacrylate hydrolase
BTNtex,btn_e <=> btn_p,BTNtex,Biotin transport via diffusion (extracellular to periplasm)
DHBSZ3FEabcpp,atp_c + fe3dhbzs3_p + h2o_c --> adp_c + fe3dhbzs3_c + h_c + pi_c,DHBSZ3FEabcpp,23dhbsz3 Fe III transport via ABC system periplasm
FE3DHBZS3R,2.0 fe3dhbzs3_c + nadph_c --> 2.0 23dhbzs3_c + 2.0 fe2_c + 3.0 h_c + nadp_c,FE3DHBZS3R,"Fe(III)-(2,3-dihydroxybenzoylserine)3 reductase via NADPH"
DXYLONtpp,dxylnt_p <=> dxylnt_c,DXYLONtpp,D-xylonate reversible tranposrt (periplasm)
DXYLTD,dxylnt_c <=> 2ddara_c + h2o_c,DXYLTD,D-xylonate dehydratase
2DDARAA,2ddara_c <=> gcald_c + pyr_c,2DDARAA,2-dehydro-3-deoxy-D-arabinonate Aldolase
2DGLCptspp,2dglc_p + pep_c --> 2doxg6p_c + pyr_c,2DGLCptspp,2-Deoxy-D-glucose transport via PEP:Pyr PTS (periplasm)
2DGULRGx,2dhguln_c + h_c + nadh_c --> glcn_c + nad_c,2DGULRGx,2-Dehydro-L-gulonate reductase to gluconate (NADH)
2DGULRGy,2dhguln_c + h_c + nadph_c --> glcn_c + nadp_c,2DGULRGy,2-Dehydro-L-gulonate reductase to gluconate (NADPH)
AP4AS,2.0 atp_c + h_c --> ap4a_c + ppi_c,AP4AS,Ap4A synthetase
ARBTptspp,arbt_p + pep_c --> arbt6p_c + pyr_c,ARBTptspp,Arbutin transport via PEP:Pyr PTS (periplasm)
ARBTtex,arbt_e --> arbt_p,ARBTtex,Arbutin transport via diffusion (extracellular to periplasm)
EX_arbt_e,arbt_e --> ,EX_arbt_e,Arbutin exchange
GNP,6pgc_c + h2o_c --> glcn_c + pi_c,GNP,Phosphogluconate phosphatase
ALLTAMH2,alltt_c + h2o_c + 2.0 h_c --> co2_c + nh4_c + urdgci_c,ALLTAMH2,Allantoate amidinohydrolase
UGCIAMH,h2o_c + urdgci_c --> nh4_c + urdglyc_c,UGCIAMH,Ureidoglycine aminohydrolase
DMSOtpp,dmso_p <=> dmso_c,DMSOtpp,Dimethyl sulfoxide transport via diffusion (periplasm)
POAACR,nadh_c + poaac_c --> 3amac_c + h2o_c + nad_c,POAACR,Peroxyaminoacrylate reductase
PYDXtex,pydx_e <=> pydx_p,PYDXtex,Pyridoxal transport via diffusion (extracellular)
PYDXtpp,pydx_p --> pydx_c,PYDXtpp,Pyridoxal import
SUCASPtpp,asp__L_p + succ_c <=> asp__L_c + succ_p,SUCASPtpp,Succinate:aspartate antiporter (periplasm)
METGLCUR,h2o_c + metglcur_c --> glcur_c + meoh_c,METGLCUR,1-O-Methyl-Beta-D-glucuronidase
ACOAD1fr,b2coa_c + fadh2_c --> btcoa_c + fad_c,ACOAD1fr,Acyl-CoA dehydrogenase (butanoyl-CoA)
23DOGULNt4pp,23doguln_p + na1_p --> 23doguln_c + na1_c,23DOGULNt4pp,"Na+/ 2,3-Dioxo-L-gulonate symport (periplasm)"
FE3DCITexs,2.0 cit_e + fe3_e --> fe3dcit_e,FE3DCITexs,Dicitrate Fe(III) binding (spontaneous)
SUCMALtpp,mal__L_p + succ_c <=> mal__L_c + succ_p,SUCMALtpp,Succinate:malate antiporter (periplasm)
PYDXNtex,pydxn_e <=> pydxn_p,PYDXNtex,Pyridoxine transport via diffusion (extracellular)
FEENTERES,feenter_c + h2o_c --> fe3dhbzs3_c,FEENTERES,Enterochelin Esterase (Fe containing)
PYDXNtpp,pydxn_p --> pydxn_c,PYDXNtpp,Pyridoxine import
FEENTERR4,2.0 feenter_c + nadph_c --> 2.0 enter_c + 2.0 fe2_c + h_c + nadp_c,FEENTERR4,Fe-enterobactin reduction via nadph
ACPPAT160,h_c + palmACP_c + pi_c --> ACP_c + hdcap_c,ACPPAT160,Acyl-(acyl carrier protein):phosphate acyltransferase (C16:0)
DXYLONtex,dxylnt_e <=> dxylnt_p,DXYLONtex,D-xylonate transport via diffusion (extracellular)
PYDAMtex,pydam_e <=> pydam_p,PYDAMtex,Pyridoxamine transport via diffusion (extracellular)
PYDAMtpp,pydam_p --> pydam_c,PYDAMtpp,Pyridoxamine import
PSURItex,psuri_e <=> psuri_p,PSURItex,Pseudouridine transport via diffusion (extracellular to periplasm)
ALR2x,h_c + mthgxl_c + nadh_c --> acetol_c + nad_c,ALR2x,Aldose reductase (methylglyoxal) (nadh)
OMPHHXy,2omph_c + h_c + nadph_c + o2_c --> 2ombzl_c + h2o_c + nadp_c,OMPHHXy,2-octaprenyl-6-methoxyphenol hydroxylase (NADPH)
CHLt3pp,chol_c + h_p --> chol_p + h_c,CHLt3pp,Choline transport via proton antiport (periplasm)
13PPDH2,3hppnl_c + h_c + nadph_c <=> 13ppd_c + nadp_c,13PPDH2,"1,3-propanediol dehydrogenase"
TARTt2_3pp,3.0 h_p + tartr__D_p --> 3.0 h_c + tartr__D_c,TARTt2_3pp,D-tartrate transport via proton symport (3 H) (periplasm)
SUCTARTtpp,succ_c + tartr__D_p <=> succ_p + tartr__D_c,SUCTARTtpp,Succinate:D-tartrate antiporter (periplasm)
APCS,15dap_c + ametam_c --> 5mta_c + h_c + na15dap_c,APCS,Aminopropylcadaverine synthase
CHTBSptspp,chtbs_p + pep_c --> chtbs6p_c + pyr_c,CHTBSptspp,Chitobiose transport via PEP:Pyr PTS (periplasm)
GLYBt3pp,glyb_c + h_p --> glyb_p + h_c,GLYBt3pp,Glycine betaine transport via proton antiport (periplasm)
AI2tpp,mththf_c --> mththf_p,AI2tpp,Quorum signal AI-2 exporter
ACPPAT181,h_c + octeACP_c + pi_c --> ACP_c + ocdceap_c,ACPPAT181,Acyl-(acyl carrier protein):phosphate acyltransferase (C18:1)
Ftpp,f_c --> f_p,Ftpp,F- efflux transport
SQVOSI,sq_c --> sf_c,SQVOSI,Sulfoquinovose isomerase
6D6SPA,sfp_c --> dhap_c + sla_c,6D6SPA,6-deoxy-6-sulfofructose-1-phosphate aldolase
CHTBStex,chtbs_e <=> chtbs_p,CHTBStex,Chitobiose transport via diffusion (extracellular to periplasm)
TRPtipp,trp__L_c --> trp__L_p,TRPtipp,L-tryptophan transport out (periplasm)
TYRtipp,tyr__L_c --> tyr__L_p,TYRtipp,L-tyrosine transport out (periplasm)
ThDPAT,adp_c + h_c + thmpp_c --> athtp_c + pi_c,ThDPAT,ThDP adenylyl transferase
GHBDHx,h_c + nadh_c + sucsal_c <=> ghb_c + nad_c,GHBDHx,Gamma-hydroxybutyrate dehydrogenase (NADH)
DHPStr,dhps_c --> dhps_p,DHPStr,"2,3-dihydroxypropane 1-sulfonate transporter"
SQtr,sq_p --> sq_c,SQtr,Sulfoquinovose transporter
DHPStex,dhps_e <=> dhps_p,DHPStex,"2,3-dihydroxypropane 1-sulfonate transport via diffusion"
APPLDHr,aact_c + h_c + nadh_c <=> appl_c + nad_c,APPLDHr,Aminopropanol dehydrogenase reversible
SPMDt3pp,h_p + spmd_c --> h_c + spmd_p,SPMDt3pp,Spermidine transport out via proton antiport (periplasm)
FMNtex,fmn_p <=> fmn_e,FMNtex,"FMN transport, outer membrane"
APH141,h2o_c + ttdceap_c --> 2.0 h_c + pi_c + ttdcea_c,APH141,Acylphosphatase (C14:1)
EX_dxylnt_e,dxylnt_e --> ,EX_dxylnt_e,D-Xylonate exchange
AI2K,atp_c + dhptd_c --> adp_c + dhptdp_c + h_c,AI2K,Autoinducer-2 kinase
PHEtipp,phe__L_c --> phe__L_p,PHEtipp,L-phenylalanine transport out (periplasm)
G2PP,glyc2p_c + h2o_c --> glyc_c + pi_c,G2PP,Glycerol-2-phosphate phosphatase
MALt3pp,h_p + mal__L_c --> h_c + mal__L_p,MALt3pp,L-malate transport out via proton antiport (periplasm)
CITt3pp,cit_c + h_p --> cit_p + h_c,CITt3pp,Citrate transport out via proton antiport (periplasm)
APH161,h2o_c + hdceap_c --> 2.0 h_c + hdcea_c + pi_c,APH161,Acylphosphatase (C16:1)
DHNPA2r,dhnpt_c <=> 6hmhpt_c + gcald_c,DHNPA2r,Dihydroneopterin aldolase reversible
QUIN2tpp,quin_p <=> quin_c,QUIN2tpp,Quinate transport (periplasm)
GLYC2Pabcpp,atp_c + glyc2p_p + h2o_c --> adp_c + glyc2p_c + h_c + pi_c,GLYC2Pabcpp,Sn-Glycerol 2-phosphate transport via ABC system (periplasm)
CRNDtex,crn__D_e <=> crn__D_p,CRNDtex,D-carnitine transport via diffusion (extracellular to periplasm)
SHGO,S2hglut_c + o2_c --> akg_c + h2o2_c,SHGO,S-2-hydroxyglutarate oxidase
CLBtex,cellb_e <=> cellb_p,CLBtex,Cellobiose transport transport via diffusion extracellular to periplasm
ACOXT,accoa_c + oxa_c <=> ac_c + oxalcoa_c,ACOXT,Acetyl-CoA:oxalate CoA-transferase
EX_mththf_e,mththf_e --> ,EX_mththf_e,"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran exchange"
2HESR,dtgcl_c + 2.0 gthrd_c --> gthox_c + 2.0 mercpeth_c,2HESR,2-hydroxyethyldisulfide reductase
CHOLID,cholate_c + nad_c --> dhcholn_c + h_c + nadh_c,CHOLID,7-?-hydroxysteroid dehydrogenase
CHOLATEtpp,cholate_c + h_p --> cholate_p + h_c,CHOLATEtpp,Cholate transport via proton antiport
NADHXD,adp_c + nadhx__S_c --> amp_c + h_c + nadh_c + pi_c,NADHXD,NADHX dehydratase
NADPHHR,h2o_c + nadph_c --> nadphx__R_c,NADPHHR,NADPH hydratase
NADPHHS,h2o_c + nadph_c --> nadphx__S_c,NADPHHS,NADPH hydratase
4ABZGLUH,4abzglu_c + h2o_c <=> 4abz_c + glu__L_c,4ABZGLUH,P-aminobenzoyl-glutamate hydrolase
4ABZGLUtr,4abzglu_p + h_p <=> 4abzglu_c + h_c,4ABZGLUtr,P-aminobenzoyl glutamate:H+ symporter
NADHHS,h2o_c + nadh_c --> nadhx__S_c,NADHHS,NADH hydratase
APH180,h2o_c + ocdcap_c --> 2.0 h_c + ocdca_c + pi_c,APH180,Acylphosphatase (C18:0)
NADHXE,nadhx__S_c <=> nadhx__R_c,NADHXE,NADHX epimerase
SELabcpp,atp_c + h2o_c + sel_p --> adp_c + h_c + pi_c + sel_c,SELabcpp,Selenatenate transport via ABC system (periplasm)
PHDA,5phdt_c + h2o_c --> 5phua_c,PHDA,Phenylhydantoinase
TEO2M,amet_c + teo2_c --> ahcys_c + mteo2_c,TEO2M,Tellurite methyltransferase
PACOAT,h2o_c + phaccoa_c --> coa_c + h_c + pac_c,PACOAT,Phenylacetyl-CoA thioesterase
CYSItpp,cysi__L_c --> cysi__L_p,CYSItpp,Cystine efflux transport
PYK2,h_c + pep_c + udp_c --> pyr_c + utp_c,PYK2,Pyruvate kinase(2)
PYK3,gdp_c + h_c + pep_c --> gtp_c + pyr_c,PYK3,Pyruvate kinase(3)
APH181,h2o_c + ocdceap_c --> 2.0 h_c + ocdcea_c + pi_c,APH181,Acylphosphatase (C18:1)
DHPTDNR,dhptdn_c + 3.0 h_c + nadph_c --> nadp_c + thptdn_c,DHPTDNR,Dihydropteridine reductase
DHPTDNRN,dhptdn_c + 3.0 h_c + nadh_c --> nad_c + thptdn_c,DHPTDNRN,Dihydropteridine reductase (NADH)
GTHPi,2.0 gthrd_c + h2o2_c --> gthox_c + 2.0 h2o_c,GTHPi,Glutathione peridoxase
SEPHCHCS,akg_c + h_c + ichor_c --> 2sephchc_c + co2_c,SEPHCHCS,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
DHNCOAS,h_c + sbzcoa_c --> 14dhncoa_c + h2o_c,DHNCOAS,"1,4-dihydroxy-2-napthoyl-CoA synthase"
PCNO,nadp_c + ppcoa_c <=> h_c + nadph_c + prpncoa_c,PCNO,Propanoyl-CoA:NADP+ 2-oxidoreductase
PYK6,dtdp_c + h_c + pep_c --> dttp_c + pyr_c,PYK6,RE2954
DHNCOAT,14dhncoa_c + h2o_c --> coa_c + dhna_c + h_c,DHNCOAT,"1,4-dihydroxy-2-napthoyl-CoA thioesterase"
FADt,fad_c --> fad_p,FADt,"FAD transporter, periplasm"
HPACOAT,34dphacoa_c + h2o_c --> 34dhpha_c + coa_c + h_c,HPACOAT,Hydroxyphenylacetyl-CoA thioesterase
PUACGAMtr,puacgam_c --> puacgam_p,PUACGAMtr,"Transport of poly-?-1,6-N-acetyl-D-glucosamine (poly-?-1,6-N-acetyl-D-glucosamine synthase)"
DC6PDA,chtbs6p_c + h2o_c --> ac_c + mchtbs6p_c,DC6PDA,Chito-oligosaccharide mono-deacetylase
5DGLCNR,5dglcn_c + h_c + nadph_c --> glcn_c + nadp_c,5DGLCNR,5-dehydro-D-gluconate reductase
PIt2rpp,h_p + pi_p --> h_c + pi_c,PIt2rpp,Phosphate reversible transport via symport (periplasm)
FADtex,fad_p <=> fad_e,FADtex,"FAD transport, outer membrane"
AI2abcpp,atp_c + h2o_c + mththf_p --> adp_c + h_c + mththf_c + pi_c,AI2abcpp,Autoinducer-2 ABC transporter
PAI2I,dhptdp_c --> dhptdd_c,PAI2I,Phospho-AI-2 isomerase
4HBZt3pp,4hbz_c + h_p --> 4hbz_p + h_c,4HBZt3pp,4-hydroxybenzoate transport out via antiporter
CURR,cur_c + h_c + nadph_c --> dhcur_c + nadp_c,CURR,NADPH-dependent curcumin reductase
LKDRA,lkdr_c <=> lald__L_c + pyr_c,LKDRA,2-keto-3-deoxy-L-rhamnonate aldolase
LEUt2rpp,h_p + leu__L_p --> h_c + leu__L_c,LEUt2rpp,L-leucine reversible transport via proton symport (periplasm)
LCTStpp,h_p + lcts_p --> h_c + lcts_c,LCTStpp,Lactose transport via proton symport (periplasm)
ILEt3pp,h_p + ile__L_c --> h_c + ile__L_p,ILEt3pp,L-isoleucine transport out via proton antiport (periplasm)
METNA,accoa_c + met__L_c <=> acmet_c + coa_c + h_c,METNA,L-amino acid N-acyltransferase
METt3pp,h_p + met__L_c --> h_c + met__L_p,METt3pp,L-methionine tranport out via proton antiport (periplasm)
FESD1s,2.0 4fe4s_c + h2o2_c + 2.0 h_c --> 2.0 3fe4s_c + 2.0 fe3_c + 2.0 h2o_c,FESD1s,"Iron-sulfur cluster damage (peroxide, spontaneous)"
GSNt3pp,gsn_c + h_p --> gsn_p + h_c,GSNt3pp,Guanosine transport out via proton antiport (periplasm)
CLtipp,cl_p --> cl_c,CLtipp,Chloride ion transport in via diffusion (periplasm)
5DKGR,glcn_c + nad_c <=> 5dglcn_c + h_c + nadh_c,5DKGR,5-keto-D-gluconate 5-reductase
XYHDL,h2o_c + iprimv_c --> glc__D_c + xyl__D_c,XYHDL,?-D-xyloside xylohydrolase
2DGLCtex,2dglc_e <=> 2dglc_p,2DGLCtex,2-Deoxy-D-glucose transport via diffusion (extracellular)
E4PP,e4p_c + h2o_c --> erthrs_c + pi_c,E4PP,Erythrose-4-phosphate phosphatase
PUACGAMS,puacgam_c + udp_c <=> uacgam_c,PUACGAMS,"Poly-?-1,6-N-acetyl-D-glucosamine synthase"
PItpp,pi_c --> pi_p,PItpp,Phosphate export via facillated diffusion (periplasm)
RU5PP,h2o_c + ru5p__D_c --> pi_c + rbl__D_c,RU5PP,Ribulose-5-Phosphate Phosphatase
EX_doxrbcn_e,doxrbcn_e --> ,EX_doxrbcn_e,Doxorubicin exchange
6D6SFK,atp_c + sf_c --> adp_c + h_c + sfp_c,6D6SFK,6-deoxy-6-sulfofructose kinase
3SLAR,h_c + nadh_c + sla_c --> dhps_c + nad_c,3SLAR,3-sulfolactaldehyde reductase
LEUt3pp,h_p + leu__L_c --> h_c + leu__L_p,LEUt3pp,L-leucine transport out via proton antiport (periplasm)
INSt3pp,h_p + ins_c --> h_c + ins_p,INSt3pp,Inosine transport out via proton antiport (perisplasm)
INDOLEt2rpp,h_p + indole_p --> h_c + indole_c,INDOLEt2rpp,"Indole transport via proton symport, reversible (periplasm)"
SQtex,sq_e <=> sq_p,SQtex,Sulphoquinovose transport via diffusion
ILEt2rpp,h_p + ile__L_p --> h_c + ile__L_c,ILEt2rpp,L-isoleucine reversible transport via proton symport (periplasm)
GLYtpp,gly_c <=> gly_p,GLYtpp,Glycine transport via facillitated diffusion
EX_dhps_e,dhps_e --> ,EX_dhps_e,"2,3-Dihydroxypropane-1-sulfonate exchange"
MOX,mal__L_c + o2_c --> h2o2_c + oaa_c,MOX,Malate oxidase
URATEtex,urate_e <=> urate_p,URATEtex,Uric acid transport
EX_cs1_e,cs1_e --> ,EX_cs1_e,Cesium ion exchange
EX_fusa_e,fusa_e --> ,EX_fusa_e,Fusidic acid exchange
CBL1tonex,cbl1_e + h_p --> cbl1_p + h_c,CBL1tonex,Cob(1)alamin transport via ton system (extermal)
CBItonex,cbi_e + h_p --> cbi_p + h_c,CBItonex,Cobinamide transport via ton system (extermal)
ARHGDx,nad_c + r2hglut_c <=> akg_c + h_c + nadh_c,ARHGDx,(R)-alpha-hydroxyglutarate dehydrogenase
CPL,prpmn_c --> ch4_c + prcp_c,CPL,Carbon-phosphorous lyase
EX_mepn_e,mepn_e --> ,EX_mepn_e,Methylphosphonic acid exchange
PSURItpp,psuri_p --> psuri_c,PSURItpp,Pseudouridine transport via permease
CYSTA,akg_c + cys__L_c --> glu__L_c + mercppyr_c,CYSTA,Cysteine transaminase
FE3DCITR5,2.0 fe3dcit_c + nadph_c --> 4.0 cit_c + 2.0 fe2_c + h_c + nadp_c,FE3DCITR5,Ferric-dicitrate reductase via nadph
CH4t2pp,ch4_c --> ch4_p,CH4t2pp,Methane Transport(periplasm)
EX_cm_e,cm_e --> ,EX_cm_e,Chloramphenicol exchange
4HTHRA,4hthr_c <=> gcald_c + gly_c,4HTHRA,4-hydroxy-L-threonine aldolase
EX_novbcn_e,novbcn_e --> ,EX_novbcn_e,Novobiocin exchange
I2FE2SR,2fe1s_c + iscssh_c + iscu_c --> 4.0 h_c + iscs_c + iscu_2fe2s_c,I2FE2SR,ISC [2Fe-2S] regeneration
GAPP,g3p_c + h2o_c --> glyald_c + pi_c,GAPP,Glyceraldehyde-3-phosphate phosphatase
TYRL,amet_c + nadph_c + tyr__L_c --> 4crsol_c + dad_5_c + dhgly_c + h_c + met__L_c + nadp_c,TYRL,Tyrosine lyase
METGLCURt2pp,h_p + metglcur_p --> h_c + metglcur_c,METGLCURt2pp,1-O-methyl-Beta-D-glucuronate transport via proton symport (periplasm)
METGLCURtex,metglcur_e <=> metglcur_p,METGLCURtex,1-O-methyl-Beta-D-glucuronate via diffusion (extracellular)
INOSTO,inost_c + o2_c <=> glcur_c + h2o_c + h_c,INOSTO,Myo-Inositol:oxygen oxidoreductase
THZPSN3,atp_c + dhgly_c + dxyl5p_c + h_c + iscssh_c + nadph_c --> 4mpetz_c + amp_c + co2_c + 2.0 h2o_c + iscs_c + nadp_c + ppi_c,THZPSN3,Thiazole phosphate synthesis
HPYRP,3php_c + h2o_c --> hpyr_c + pi_c,HPYRP,3-phosphohydroxypyruvate phosphatase
PSURIK,atp_c + psuri_c --> adp_c + h_c + psd5p_c,PSURIK,Pseudouridine kinase
FMNt,fmn_c --> fmn_p,FMNt,"FMN transporter, periplasm"
AI2tex,mththf_e <=> mththf_p,AI2tex,"Ai2 transport, outer membrane"
PAI2T,coa_c + dhptdd_c --> accoa_c + dhap_c,PAI2T,"3-hydroxy-2,4-pentadione 5-phosphate thiolase"
CUt2pp,cu_c --> cu_p,CUt2pp,Copper transport out via permease (no H+)
Ftex,f_p <=> f_e,Ftex,Fluoride transport via diffusion
APG3PAT120,ddcap_c + glyc3p_c --> 1ddecg3p_c + h_c + pi_c,APG3PAT120,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C12:0)
CYSItex,cysi__L_e <=> cysi__L_p,CYSItex,L cystine transport via diffusion extracellular to periplasm
SERtpp,ser__L_c --> ser__L_p,SERtpp,L-serine export via facilitated transport
QUINDHyi,nadp_c + quin_c --> 3dhq_c + 2.0 h_c + nadph_c,QUINDHyi,Quinate dehydrogenase (NADP)
DHCURR,dhcur_c + h_c + nadph_c --> nadp_c + thcur_c,DHCURR,NADPH-dependent dihydrocurcumin reductase
RHMND,rhmn_c <=> h2o_c + lkdr_c,RHMND,L-rhamnonate dehydratase
3HBZCT,3hbzcoa_c + h2o_c --> 3hbz_c + coa_c,3HBZCT,3-hydroxybenzoyl-CoA thioesterase
CXSAMS,amet_c + pphn_c --> cxsam_c + h2o_c + phpyr_c,CXSAMS,Carboxy-S-adenosyl-L-methionine synthase
EX_2dglc_e,2dglc_e --> ,EX_2dglc_e,2-Deoxy-D-glucose exchange
THRt2rpp,h_p + thr__L_p --> h_c + thr__L_c,THRt2rpp,L-threonine reversible transport via proton symport (periplasm)
SERt2rpp,h_p + ser__L_p --> h_c + ser__L_c,SERt2rpp,L-serine reversible transport via proton symport (periplasm)
DHGLYH,dhgly_c + h2o_c + h_c --> glx_c + nh4_c,DHGLYH,Dehydroglycine Hydratase
PNSPA,gmplys_c + h2o_c --> gmp_c + nalme_c,PNSPA,Purine Nucleoside Phorphoramidase
4HTHRK,4hthr_c + atp_c --> adp_c + h_c + phthr_c,4HTHRK,4-Hydroxy-L-threonine kinase
ACOAD1f,btcoa_c + fad_c --> b2coa_c + fadh2_c,ACOAD1f,Acyl-CoA dehydrogenase (butanoyl-CoA)
AMPNTAT,accoa_c + ampnt_c --> acampnt_c + coa_c,AMPNTAT,Aminoalkylphosphonate N-acetyltransferase
EX_sq_e,sq_e --> ,EX_sq_e,Sulphoquinovose exchange
APH120,ddcap_c + h2o_c --> ddca_c + 2.0 h_c + pi_c,APH120,Acylphosphatase (C12:0)
URATEtpp,h_p + urate_p --> h_c + urate_c,URATEtpp,Uric acid transporter
CS1tex,cs1_e <=> cs1_p,CS1tex,Cesium transport via diffusion
ADOCBLtonex,adocbl_e + h_p --> adocbl_p + h_c,ADOCBLtonex,Adenosylcobalimin transport via ton system (extermal)
SQGH,h2o_c + sqg_c --> glyc_c + sq_c,SQGH,Sulfoquinovosidase
URAtpp,ura_c --> ura_p,URAtpp,Uracil export via facillitated diffusion (periplasm)
ASPtpp,asp__L_p <=> asp__L_c,ASPtpp,L-aspartate uptake via facillitated diffusion
FUMt1pp,fum_p <=> fum_c,FUMt1pp,Fumarate transport via diffusion in (periplasm)
SUCCt1pp,succ_p <=> succ_c,SUCCt1pp,Succinate transport via diffusion in (periplasm)
QUINDH,nad_c + quin_c --> 3dhq_c + 2.0 h_c + nadh_c,QUINDH,Quinate dehydrogenase
PETNT181pp,lipa_p + pe181_p --> 12dgr181_p + enlipa_p,PETNT181pp,Phosphoethanolamine transferase (c-C16:1)
ARMEPNS,atp_c + mepn_c --> ade_c + rpntp_c,ARMEPNS,?-D-ribose 1-methylphosphonate 5-triphosphate synthase
LCARSyi,h_c + lald__L_c + nadph_c --> 12ppd__S_c + nadp_c,LCARSyi,"Lacaldehyde reductase (S-propane-1,2-diol forming)"
MOCDS,ctp_c + h_c + moco_c --> mococdp_c + ppi_c,MOCDS,Molybdopterin cytidine dinucleotide synthase
BIOMASS_Ec_iML1515_core_75p37M,0.000223 10fthf_c + 2.6e-05 2fe2s_c + 0.000223 2ohph_c + 0.00026 4fe4s_c + 0.513689 ala__L_c + 0.000223 amet_c + 0.295792 arg__L_c + 0.241055 asn__L_c + 0.241055 asp__L_c + 75.55223 atp_c + 2e-06 btn_c + 0.005205 ca2_c + 0.005205 cl_c + 0.000576 coa_c + 2.5e-05 cobalt2_c + 0.133508 ctp_c + 0.000709 cu2_c + 0.09158 cys__L_c + 0.026166 datp_c + 0.027017 dctp_c + 0.027017 dgtp_c + 0.026166 dttp_c + 0.000223 fad_c + 0.006715 fe2_c + 0.007808 fe3_c + 0.26316 gln__L_c + 0.26316 glu__L_c + 0.612638 gly_c + 0.215096 gtp_c + 70.028756 h2o_c + 0.094738 his__L_c + 0.290529 ile__L_c + 0.195193 k_c + 0.019456 kdo2lipid4_e + 0.450531 leu__L_c + 0.343161 lys__L_c + 0.153686 met__L_c + 0.008675 mg2_c + 0.000223 mlthf_c + 0.000691 mn2_c + 7e-06 mobd_c + 0.013894 murein5px4p_p + 0.001831 nad_c + 0.000447 nadp_c + 0.013013 nh4_c + 0.000323 ni2_c + 0.063814 pe160_p + 0.075214 pe161_p + 0.185265 phe__L_c + 0.000223 pheme_c + 0.221055 pro__L_c + 0.000223 pydx5p_c + 0.000223 ribflv_c + 0.215792 ser__L_c + 0.000223 sheme_c + 0.004338 so4_c + 9.8e-05 succoa_c + 0.000223 thf_c + 0.000223 thmpp_c + 0.253687 thr__L_c + 0.056843 trp__L_c + 0.137896 tyr__L_c + 5.5e-05 udcpdp_c + 0.144104 utp_c + 0.423162 val__L_c + 0.000341 zn2_c --> 75.37723 adp_c + 75.37723 h_c + 75.37323 pi_c + 0.773903 ppi_c,BIOMASS_Ec_iML1515_core_75p37M,E. coli biomass objective function (iML1515) - core - with 75.37 GAM estimate
